row,Rec,Tgts,Yds,Avg,Lng,Td,player,playerid,recRate,ydsPerTgt
165,2,2,18,9,9,0,Jacoby Jones,9,1.00,9.0
166,4,6,103,25.8,66,1,Jacoby Jones,9,0.67,17.2
167,4,7,53,13.3,34,0,Jacoby Jones,9,0.57,7.6
168,4,7,37,9.3,15,0,Jacoby Jones,9,0.57,5.3
169,6,9,80,13.3,27,0,Jacoby Jones,9,0.67,8.9
170,1,4,11,11,11,0,Jacoby Jones,9,0.25,2.8
171,1,8,11,11,11,0,Jacoby Jones,9,0.13,1.4
190,6,9,110,18.3,64,0,Jason Witten,10,0.67,12.2
191,7,14,102,14.6,25,0,Jason Witten,10,0.50,7.3
192,6,9,60,10,23,0,Jason Witten,10,0.67,6.7
193,8,10,94,11.8,37,1,Jason Witten,10,0.80,9.4
194,4,4,48,12,20,1,Jason Witten,10,1.00,12.0
195,5,6,35,7,18,1,Jason Witten,10,0.83,5.8
196,4,12,28,7,12,0,Jason Witten,10,0.33,2.3
197,4,7,71,17.8,33,1,Jason Witten,10,0.57,10.1
198,5,7,37,7.4,17,0,Jason Witten,10,0.71,5.3
199,3,3,85,28.3,59,1,Jason Witten,10,1.00,28.3
200,4,5,43,10.8,23,0,Jason Witten,10,0.80,8.6
201,5,6,47,9.4,28,0,Jason Witten,10,0.83,7.8
202,3,5,12,4,6,0,Jason Witten,10,0.60,2.4
203,4,5,77,19.3,28,0,Jason Witten,10,0.80,15.4
204,4,7,24,6,10,0,Jason Witten,10,0.57,3.4
205,7,8,69,9.9,20,0,Jason Witten,10,0.88,8.6
206,2,3,10,5,7,0,Jason Witten,10,0.67,3.3
207,4,12,58,14.5,23,0,Jason Witten,10,0.33,4.8
208,2,6,8,4,5,0,Jason Witten,10,0.33,1.3
209,13,14,112,8.6,21,1,Jason Witten,10,0.93,8.0
210,6,7,88,14.7,35,0,Jason Witten,10,0.86,12.6
211,6,8,44,7.3,11,0,Jason Witten,10,0.75,5.5
212,18,23,167,9.3,20,0,Jason Witten,10,0.78,7.3
213,7,8,51,7.3,11,0,Jason Witten,10,0.88,6.4
214,8,10,47,5.9,15,0,Jason Witten,10,0.80,4.7
215,7,8,51,7.3,10,0,Jason Witten,10,0.88,6.4
216,9,15,74,8.2,15,0,Jason Witten,10,0.60,4.9
217,6,8,108,18,36,0,Jason Witten,10,0.75,13.5
218,4,4,62,15.5,25,0,Jason Witten,10,1.00,15.5
219,5,8,43,8.6,17,1,Jason Witten,10,0.63,5.4
220,6,8,60,10,19,0,Jason Witten,10,0.75,7.5
221,7,8,56,8,14,1,Jason Witten,10,0.88,7.0
187,8,9,70,8.8,21,2,Jason Witten,10,0.89,7.8
188,3,8,12,4,10,0,Jason Witten,10,0.38,1.5
189,5,6,67,13.4,23,0,Jason Witten,10,0.83,11.2
190,5,10,43,8.6,11,0,Jason Witten,10,0.50,4.3
191,7,10,121,17.3,27,1,Jason Witten,10,0.70,12.1
192,3,5,27,9,14,0,Jason Witten,10,0.60,5.4
193,4,6,48,12,26,0,Jason Witten,10,0.67,8.0
194,2,2,15,7.5,13,0,Jason Witten,10,1.00,7.5
195,8,10,102,12.8,26,1,Jason Witten,10,0.80,10.2
196,2,6,27,13.5,19,0,Jason Witten,10,0.33,4.5
197,4,7,37,9.3,20,2,Jason Witten,10,0.57,5.3
198,3,3,53,17.7,22,0,Jason Witten,10,1.00,17.7
199,1,3,10,10,10,1,Jason Witten,10,0.33,3.3
200,4,8,71,17.8,27,1,Jason Witten,10,0.50,8.9
201,2,2,13,6.5,8,0,Jason Witten,10,1.00,6.5
202,12,16,135,11.3,34,0,Jason Witten,10,0.75,8.4
176,1,4,6,6,6,0,Lance Moore,11,0.25,1.5
177,9,9,88,9.8,16,1,Lance Moore,11,1.00,9.8
178,5,6,50,10,21,0,Lance Moore,11,0.83,8.3
179,3,6,30,10,13,0,Lance Moore,11,0.50,5.0
180,2,3,46,23,40,0,Lance Moore,11,0.67,15.3
181,3,4,44,14.7,26,0,Lance Moore,11,0.75,11.0
182,7,9,74,10.6,17,1,Lance Moore,11,0.78,8.2
183,3,3,20,6.7,11,1,Lance Moore,11,1.00,6.7
184,1,3,28,28,28,0,Lance Moore,11,0.33,9.3
185,5,7,54,10.8,20,2,Lance Moore,11,0.71,7.7
186,2,4,23,11.5,20,1,Lance Moore,11,0.50,5.8
187,4,6,20,5,7,0,Lance Moore,11,0.67,3.3
188,5,6,91,18.2,47,2,Lance Moore,11,0.83,15.2
189,2,3,53,26.5,38,0,Lance Moore,11,0.67,17.7
191,6,11,120,20,33,1,Lance Moore,11,0.55,10.9
192,2,5,30,15,17,0,Lance Moore,11,0.40,6.0
193,4,7,70,17.5,34,1,Lance Moore,11,0.57,10.0
194,7,15,67,9.6,19,0,Lance Moore,11,0.47,4.5
195,9,10,121,13.4,35,0,Lance Moore,11,0.90,12.1
196,3,6,25,8.3,12,0,Lance Moore,11,0.50,4.2
197,2,2,61,30.5,38,0,Lance Moore,11,1.00,30.5
198,7,9,91,13,29,0,Lance Moore,11,0.78,10.1
199,2,3,53,26.5,38,2,Lance Moore,11,0.67,17.7
200,3,6,61,20.3,43,0,Lance Moore,11,0.50,10.2
201,7,11,123,17.6,32,0,Lance Moore,11,0.64,11.2
202,1,4,26,26,26,0,Lance Moore,11,0.25,6.5
203,4,5,42,10.5,16,1,Lance Moore,11,0.80,8.4
204,4,5,30,7.5,11,1,Lance Moore,11,0.80,6.0
205,4,6,121,30.3,51,0,Lance Moore,11,0.67,20.2
172,2,4,23,11.5,16,0,Lance Moore,11,0.50,5.8
173,1,4,15,15,15,0,Lance Moore,11,0.25,3.8
174,1,3,6,6,6,0,Lance Moore,11,0.33,2.0
175,3,4,34,11.3,15,1,Lance Moore,11,0.75,8.5
176,6,10,70,11.7,25,0,Lance Moore,11,0.60,7.0
177,1,2,14,14,14,0,Lance Moore,11,0.50,7.0
178,3,4,23,7.7,16,0,Lance Moore,11,0.75,5.8
179,2,2,22,11,17,0,Lance Moore,11,1.00,11.0
180,2,2,12,6,7,0,Lance Moore,11,1.00,6.0
181,3,4,40,13.3,21,0,Lance Moore,11,0.75,10.0
182,6,7,78,13,30,0,Lance Moore,11,0.86,11.1
183,3,3,47,15.7,21,0,Lance Moore,11,1.00,15.7
184,4,5,73,18.3,44,1,Lance Moore,11,0.80,14.6
185,2,4,31,15.5,24,1,Lance Moore,11,0.50,7.8
186,2,4,20,10,11,0,Lance Moore,11,0.50,5.0
86,8,11,107,13.4,26,0,Mike Wallace,12,0.73,9.7
87,8,9,126,15.8,53,1,Mike Wallace,12,0.89,14.0
88,5,7,144,28.8,81,1,Mike Wallace,12,0.71,20.6
89,4,4,77,19.3,40,0,Mike Wallace,12,1.00,19.3
90,6,7,82,13.7,40,1,Mike Wallace,12,0.86,11.7
91,2,6,76,38,48,1,Mike Wallace,12,0.33,12.7
92,3,6,118,39.3,95,1,Mike Wallace,12,0.50,19.7
93,7,7,70,10,16,0,Mike Wallace,12,1.00,10.0
94,4,6,68,17,25,1,Mike Wallace,12,0.67,11.3
95,6,10,54,9,13,0,Mike Wallace,12,0.60,5.4
96,2,6,17,8.5,9,0,Mike Wallace,12,0.33,2.8
97,3,5,38,12.7,19,2,Mike Wallace,12,0.60,7.6
98,4,5,57,14.3,22,0,Mike Wallace,12,0.80,11.4
99,5,12,66,13.2,36,0,Mike Wallace,12,0.42,5.5
100,4,7,82,20.5,46,0,Mike Wallace,12,0.57,11.7
101,1,5,11,11,11,0,Mike Wallace,12,0.20,2.2
96,4,6,37,9.3,14,1,Mike Wallace,12,0.67,6.2
97,5,5,74,14.8,37,1,Mike Wallace,12,1.00,14.8
98,8,11,123,15.4,22,1,Mike Wallace,12,0.73,11.2
99,2,8,17,8.5,9,0,Mike Wallace,12,0.25,2.1
100,2,4,94,47,82,1,Mike Wallace,12,0.50,23.5
101,8,15,52,6.5,12,0,Mike Wallace,12,0.53,3.5
102,7,9,62,8.9,14,0,Mike Wallace,12,0.78,6.9
103,3,5,66,22,51,1,Mike Wallace,12,0.60,13.2
104,3,8,14,4.7,7,1,Mike Wallace,12,0.38,1.8
105,4,7,24,6,13,0,Mike Wallace,12,0.57,3.4
106,1,7,9,9,9,0,Mike Wallace,12,0.14,1.3
107,5,8,44,8.8,15,0,Mike Wallace,12,0.63,5.5
108,7,11,112,16,40,2,Mike Wallace,12,0.64,10.2
109,4,10,95,23.8,60,0,Mike Wallace,12,0.40,9.5
110,1,5,13,13,13,0,Mike Wallace,12,0.20,2.6
94,1,5,15,15,15,0,Mike Wallace,12,0.20,3.0
95,9,11,115,12.8,34,1,Mike Wallace,12,0.82,10.5
96,2,4,22,11,12,0,Mike Wallace,12,0.50,5.5
97,3,8,24,8,10,0,Mike Wallace,12,0.38,3.0
98,7,16,105,15,49,0,Mike Wallace,12,0.44,6.6
99,5,10,76,15.2,46,0,Mike Wallace,12,0.50,7.6
100,3,10,41,13.7,25,0,Mike Wallace,12,0.30,4.1
101,6,8,82,13.7,40,0,Mike Wallace,12,0.75,10.3
102,4,7,15,3.8,11,0,Mike Wallace,12,0.57,2.1
103,4,6,39,9.8,17,0,Mike Wallace,12,0.67,6.5
104,5,11,127,25.4,57,1,Mike Wallace,12,0.45,11.5
105,7,9,82,11.7,28,1,Mike Wallace,12,0.78,9.1
106,2,5,19,9.5,12,0,Mike Wallace,12,0.40,3.8
107,6,9,105,17.5,39,1,Mike Wallace,12,0.67,11.7
108,4,11,38,9.5,13,0,Mike Wallace,12,0.36,3.5
109,5,12,25,5,13,1,Mike Wallace,12,0.42,2.1
150,5,9,90,18,36,1,Miles Austin,13,0.56,10.0
151,9,15,143,15.9,53,3,Miles Austin,13,0.60,9.5
152,7,10,74,10.6,20,0,Miles Austin,13,0.70,7.4
153,2,5,16,8,9,0,Miles Austin,13,0.40,3.2
154,3,3,27,9,13,0,Miles Austin,13,1.00,9.0
155,2,3,53,26.5,37,0,Miles Austin,13,0.67,17.7
156,4,7,63,15.8,23,1,Miles Austin,13,0.57,9.0
157,5,8,53,10.6,19,1,Miles Austin,13,0.63,6.6
158,4,8,40,10,19,1,Miles Austin,13,0.50,5.0
159,2,5,20,10,13,0,Miles Austin,13,0.40,4.0
159,4,4,73,18.3,34,1,Miles Austin,13,1.00,18.3
160,5,9,63,12.6,22,1,Miles Austin,13,0.56,7.0
161,5,9,107,21.4,49,0,Miles Austin,13,0.56,11.9
162,4,6,57,14.3,19,1,Miles Austin,13,0.67,9.5
163,2,5,31,15.5,19,0,Miles Austin,13,0.40,6.2
164,5,9,97,19.4,36,1,Miles Austin,13,0.56,10.8
165,9,16,133,14.8,25,0,Miles Austin,13,0.56,8.3
166,7,9,76,10.9,20,0,Miles Austin,13,0.78,8.4
167,2,4,32,16,25,0,Miles Austin,13,0.50,8.0
168,6,12,58,9.7,13,0,Miles Austin,13,0.50,4.8
169,0,0,0,0,0,0,Miles Austin,13,#DIV/0!,#DIV/0!
170,2,2,46,23,27,1,Miles Austin,13,1.00,23.0
171,4,10,46,11.5,15,0,Miles Austin,13,0.40,4.6
172,7,10,79,11.3,19,0,Miles Austin,13,0.70,7.9
173,4,8,45,11.3,19,1,Miles Austin,13,0.50,5.6
174,0,0,0,0,0,0,Miles Austin,13,#DIV/0!,#DIV/0!
149,10,12,72,7.2,18,0,Miles Austin,13,0.83,6.0
150,3,4,31,10.3,11,0,Miles Austin,13,0.75,7.8
151,2,5,22,11,14,0,Miles Austin,13,0.40,4.4
152,0,0,0,0,0,0,Miles Austin,13,#DIV/0!,#DIV/0!
153,0,0,0,0,0,0,Miles Austin,13,#DIV/0!,#DIV/0!
154,1,3,17,17,17,0,Miles Austin,13,0.33,5.7
155,1,5,18,18,18,0,Miles Austin,13,0.20,3.6
156,2,4,19,9.5,15,0,Miles Austin,13,0.50,4.8
157,2,4,35,17.5,20,0,Miles Austin,13,0.50,8.8
158,1,2,8,8,8,0,Miles Austin,13,0.50,4.0
159,2,3,22,11,16,0,Miles Austin,13,0.67,7.3
118,2,2,35,17.5,32,1,Randall Cobb,14,1.00,17.5
119,2,2,25,12.5,13,0,Randall Cobb,14,1.00,12.5
120,1,1,13,13,13,0,Randall Cobb,14,1.00,13.0
121,2,3,75,37.5,61,0,Randall Cobb,14,0.67,25.0
122,2,2,26,13,16,0,Randall Cobb,14,1.00,13.0
123,1,1,6,6,6,0,Randall Cobb,14,1.00,6.0
124,1,2,7,7,7,0,Randall Cobb,14,0.50,3.5
125,0,0,0,0,0,0,Randall Cobb,14,#DIV/0!,#DIV/0!
126,3,3,36,12,19,0,Randall Cobb,14,1.00,12.0
127,1,1,11,11,11,0,Randall Cobb,14,1.00,11.0
128,2,4,21,10.5,12,0,Randall Cobb,14,0.50,5.3
129,0,1,0,0,0,0,Randall Cobb,14,0.00,0.0
130,2,2,45,22.5,26,0,Randall Cobb,14,1.00,22.5
131,4,4,53,13.3,16,0,Randall Cobb,14,1.00,13.3
132,2,3,22,11,19,0,Randall Cobb,14,0.67,7.3
133,3,3,38,12.7,21,0,Randall Cobb,14,1.00,12.7
127,9,9,77,8.6,16,0,Randall Cobb,14,1.00,8.6
128,1,2,20,20,20,0,Randall Cobb,14,0.50,10.0
129,1,2,1,1,1,0,Randall Cobb,14,0.50,0.5
130,7,8,66,9.4,17,0,Randall Cobb,14,0.88,8.3
131,4,4,82,20.5,31,1,Randall Cobb,14,1.00,20.5
132,7,10,102,14.6,24,0,Randall Cobb,14,0.70,10.2
133,8,8,89,11.1,39,2,Randall Cobb,14,1.00,11.1
134,5,7,28,5.6,14,1,Randall Cobb,14,0.71,4.0
135,3,9,37,12.3,21,2,Randall Cobb,14,0.33,4.1
136,9,12,74,8.2,22,1,Randall Cobb,14,0.75,6.2
137,4,7,39,9.8,15,0,Randall Cobb,14,0.57,5.6
138,6,6,62,10.3,33,0,Randall Cobb,14,1.00,10.3
139,7,7,102,14.6,38,0,Randall Cobb,14,1.00,14.6
140,6,8,115,19.2,31,0,Randall Cobb,14,0.75,14.4
141,3,5,62,20.7,31,1,Randall Cobb,14,0.60,12.4
142,1,2,7,7,7,0,Randall Cobb,14,0.50,3.5
126,7,12,108,15.4,38,1,Randall Cobb,14,0.58,9.0
127,9,10,128,14.2,35,1,Randall Cobb,14,0.90,12.8
128,5,10,54,10.8,26,0,Randall Cobb,14,0.50,5.4
129,4,8,35,8.8,22,0,Randall Cobb,14,0.50,4.4
130,4,4,53,13.3,18,0,Randall Cobb,14,1.00,13.3
131,2,2,55,27.5,48,2,Randall Cobb,14,1.00,27.5
132,2,2,51,25.5,26,0,Randall Cobb,14,1.00,25.5
254,7,10,106,15.1,36,1,Reggie Wayne,15,0.70,10.6
255,4,8,66,16.5,20,0,Reggie Wayne,15,0.50,8.3
256,3,13,24,8,11,0,Reggie Wayne,15,0.23,1.8
257,4,8,59,14.8,21,0,Reggie Wayne,15,0.50,7.4
258,4,7,77,19.3,26,0,Reggie Wayne,15,0.57,11.0
259,5,7,58,11.6,22,0,Reggie Wayne,15,0.71,8.3
260,3,4,36,12,19,0,Reggie Wayne,15,0.75,9.0
261,5,14,61,12.2,23,0,Reggie Wayne,15,0.36,4.4
262,4,6,30,7.5,11,0,Reggie Wayne,15,0.67,5.0
263,3,6,13,4.3,8,0,Reggie Wayne,15,0.50,2.2
264,5,7,122,24.4,56,1,Reggie Wayne,15,0.71,17.4
265,5,5,55,11,15,0,Reggie Wayne,15,1.00,11.0
266,4,8,41,10.3,12,0,Reggie Wayne,15,0.50,5.1
267,3,3,33,11,18,1,Reggie Wayne,15,1.00,11.0
268,8,14,106,13.3,34,1,Reggie Wayne,15,0.57,7.6
269,8,11,73,9.1,14,0,Reggie Wayne,15,0.73,6.6
270,9,18,135,15,23,0,Reggie Wayne,15,0.50,7.5
271,6,7,71,11.8,30,1,Reggie Wayne,15,0.86,10.1
272,8,15,88,11,16,0,Reggie Wayne,15,0.53,5.9
273,13,20,212,16.3,30,1,Reggie Wayne,15,0.65,10.6
274,5,10,87,17.4,29,0,Reggie Wayne,15,0.50,8.7
275,6,11,73,12.2,30,0,Reggie Wayne,15,0.55,6.6
276,7,11,91,13,22,0,Reggie Wayne,15,0.64,8.3
277,7,9,78,11.1,21,1,Reggie Wayne,15,0.78,8.7
278,8,11,96,12,21,0,Reggie Wayne,15,0.73,8.7
279,7,18,72,10.3,21,0,Reggie Wayne,15,0.39,4.0
280,8,14,102,12.8,25,0,Reggie Wayne,15,0.57,7.3
281,4,8,51,12.8,26,0,Reggie Wayne,15,0.50,6.4
282,6,10,64,10.7,20,1,Reggie Wayne,15,0.60,6.4
283,3,8,14,4.7,7,0,Reggie Wayne,15,0.38,1.8
284,5,12,81,16.2,33,1,Reggie Wayne,15,0.42,6.8
285,4,12,40,10,17,0,Reggie Wayne,15,0.33,3.3
242,8,8,96,12,25,1,Reggie Wayne,15,1.00,12.0
243,5,8,46,9.2,18,0,Reggie Wayne,15,0.63,5.8
244,4,6,58,14.5,25,0,Reggie Wayne,15,0.67,9.7
245,5,11,100,20,31,1,Reggie Wayne,15,0.45,9.1
246,6,9,65,10.8,19,0,Reggie Wayne,15,0.67,7.2
247,5,8,88,17.6,35,0,Reggie Wayne,15,0.63,11.0
248,5,8,50,10,14,0,Reggie Wayne,15,0.63,6.3
222,8,13,61,7.6,14,0,Roddy White,16,0.62,4.7
223,3,4,23,7.7,17,1,Roddy White,16,0.75,5.8
224,9,17,140,15.6,30,0,Roddy White,16,0.53,8.2
225,6,11,78,13,26,0,Roddy White,16,0.55,7.1
226,6,10,50,8.3,15,1,Roddy White,16,0.60,5.0
227,2,5,21,10.5,14,0,Roddy White,16,0.40,4.2
228,5,10,52,10.4,18,1,Roddy White,16,0.50,5.2
229,4,9,76,19,33,0,Roddy White,16,0.44,8.4
230,4,7,62,15.5,20,0,Roddy White,16,0.57,8.9
231,7,14,147,21,43,0,Roddy White,16,0.50,10.5
232,10,13,120,12,26,1,Roddy White,16,0.77,9.2
233,4,15,51,12.8,16,1,Roddy White,16,0.27,3.4
234,7,11,84,12,26,1,Roddy White,16,0.64,7.6
235,10,16,135,13.5,29,2,Roddy White,16,0.63,8.4
236,11,17,127,11.5,26,0,Roddy White,16,0.65,7.5
237,4,9,69,17.3,23,0,Roddy White,16,0.44,7.7
238,6,8,87,14.5,26,0,Roddy White,16,0.75,10.9
239,8,11,102,12.8,21,1,Roddy White,16,0.73,9.3
240,5,8,55,11,19,0,Roddy White,16,0.63,6.9
241,8,12,169,21.1,59,2,Roddy White,16,0.67,14.1
242,4,6,68,17,20,0,Roddy White,16,0.67,11.3
243,6,8,72,12,26,1,Roddy White,16,0.75,9.0
244,3,4,38,12.7,14,0,Roddy White,16,0.75,9.5
245,7,10,118,16.9,26,0,Roddy White,16,0.70,11.8
246,7,13,114,16.3,49,0,Roddy White,16,0.54,8.8
247,8,13,123,15.4,37,0,Roddy White,16,0.62,9.5
248,5,7,57,11.4,29,0,Roddy White,16,0.71,8.1
249,1,7,20,20,20,0,Roddy White,16,0.14,2.9
250,9,11,117,13,18,1,Roddy White,16,0.82,10.6
251,2,5,16,8,11,0,Roddy White,16,0.40,3.2
252,8,10,153,19.1,44,2,Roddy White,16,0.80,15.3
253,5,10,42,8.4,14,0,Roddy White,16,0.50,4.2
215,2,2,19,9.5,15,0,Roddy White,16,1.00,9.5
216,3,4,21,7,9,0,Roddy White,16,0.75,5.3
217,2,4,16,8,10,0,Roddy White,16,0.50,4.0
218,3,9,28,9.3,14,0,Roddy White,16,0.33,3.1
219,4,4,45,11.3,18,0,Roddy White,16,1.00,11.3
220,1,4,20,20,20,0,Roddy White,16,0.25,5.0
221,3,9,36,12,16,1,Roddy White,16,0.33,4.0
222,2,2,24,12,13,0,Roddy White,16,1.00,12.0
223,10,14,143,14.3,29,0,Roddy White,16,0.71,10.2
224,8,10,74,9.3,21,0,Roddy White,16,0.80,7.4
225,5,7,53,10.6,19,0,Roddy White,16,0.71,7.6
226,12,16,141,11.8,39,1,Roddy White,16,0.75,8.8
227,8,14,91,11.4,39,1,Roddy White,16,0.57,6.5
206,4,6,66,16.5,27,1,Steve Johnson,17,0.67,11.0
207,8,14,96,12,19,1,Steve Johnson,17,0.57,6.9
208,8,10,94,11.8,33,1,Steve Johnson,17,0.80,9.4
209,4,6,58,14.5,44,0,Steve Johnson,17,0.67,9.7
210,4,5,29,7.3,12,0,Steve Johnson,17,0.80,5.8
211,5,10,39,7.8,12,1,Steve Johnson,17,0.50,3.9
212,6,9,57,9.5,17,0,Steve Johnson,17,0.67,6.3
213,3,6,84,28,52,0,Steve Johnson,17,0.50,14.0
214,2,6,8,4,6,0,Steve Johnson,17,0.33,1.3
215,2,8,16,8,10,0,Steve Johnson,17,0.25,2.0
216,8,13,75,9.4,16,1,Steve Johnson,17,0.62,5.8
217,5,8,52,10.4,22,1,Steve Johnson,17,0.63,6.5
218,4,10,116,29,53,0,Steve Johnson,17,0.40,11.6
219,5,10,82,16.4,22,0,Steve Johnson,17,0.50,8.2
220,4,7,92,23,55,0,Steve Johnson,17,0.57,13.1
221,4,7,40,10,18,1,Steve Johnson,17,0.57,5.7
222,4,10,55,13.8,29,1,Steve Johnson,17,0.40,5.5
223,2,5,56,28,49,1,Steve Johnson,17,0.40,11.2
224,7,11,61,8.7,18,1,Steve Johnson,17,0.64,5.5
225,2,10,23,11.5,16,0,Steve Johnson,17,0.20,2.3
226,6,9,39,6.5,14,0,Steve Johnson,17,0.67,4.3
227,6,11,82,13.7,23,0,Steve Johnson,17,0.55,7.5
228,5,7,71,14.2,27,1,Steve Johnson,17,0.71,10.1
229,3,7,29,9.7,14,0,Steve Johnson,17,0.43,4.1
230,6,9,86,14.3,21,0,Steve Johnson,17,0.67,9.6
231,6,9,79,13.2,16,0,Steve Johnson,17,0.67,8.8
232,6,16,106,17.7,63,0,Steve Johnson,17,0.38,6.6
233,2,5,18,9,13,1,Steve Johnson,17,0.40,3.6
234,6,8,71,11.8,34,0,Steve Johnson,17,0.75,8.9
235,8,12,115,14.4,25,1,Steve Johnson,17,0.67,9.6
236,4,10,44,11,15,0,Steve Johnson,17,0.40,4.4
237,6,9,111,18.5,37,0,Steve Johnson,17,0.67,12.3
203,3,6,39,13,18,1,Steve Johnson,17,0.50,6.5
204,8,10,111,13.9,45,1,Steve Johnson,17,0.80,11.1
205,6,13,86,14.3,23,0,Steve Johnson,17,0.46,6.6
206,1,6,1,1,1,0,Steve Johnson,17,0.17,0.2
207,2,3,19,9.5,13,0,Steve Johnson,17,0.67,6.3
208,6,12,61,10.2,17,0,Steve Johnson,17,0.50,5.1
209,7,11,72,10.3,17,1,Steve Johnson,17,0.64,6.5
210,5,7,36,7.2,13,0,Steve Johnson,17,0.71,5.1
211,3,10,48,16,23,0,Steve Johnson,17,0.30,4.8
212,5,8,55,11,15,0,Steve Johnson,17,0.63,6.9
213,5,11,67,13.4,33,0,Steve Johnson,17,0.45,6.1
214,1,3,4,4,4,0,Steve Johnson,17,0.33,1.3
238,0,0,0,0,0,0,victor cruz,18,#DIV/0!,#DIV/0!
239,2,2,17,8.5,10,0,victor cruz,18,1.00,8.5
240,3,5,110,36.7,74,2,victor cruz,18,0.60,22.0
241,6,9,98,16.3,26,0,victor cruz,18,0.67,10.9
242,8,11,161,20.1,68,1,victor cruz,18,0.73,14.6
243,2,4,12,6,6,0,victor cruz,18,0.50,3.0
244,7,9,99,14.1,26,1,victor cruz,18,0.78,11.0
245,6,11,91,15.2,23,0,victor cruz,18,0.55,8.3
246,6,12,84,14,36,0,victor cruz,18,0.50,7.0
247,6,10,128,21.3,47,1,victor cruz,18,0.60,12.8
248,9,12,157,17.4,72,2,victor cruz,18,0.75,13.1
249,7,9,119,17,42,0,victor cruz,18,0.78,13.2
250,6,8,74,12.3,23,0,victor cruz,18,0.75,9.3
251,5,9,44,8.8,15,0,victor cruz,18,0.56,4.9
252,3,7,164,54.7,99,1,victor cruz,18,0.43,23.4
253,6,11,178,29.7,74,1,victor cruz,18,0.55,16.2
254,6,11,58,9.7,26,0,victor cruz,18,0.55,5.3
255,11,17,179,16.3,80,1,victor cruz,18,0.65,10.5
256,6,8,42,7,12,0,victor cruz,18,0.75,5.3
257,9,13,109,12.1,30,1,victor cruz,18,0.69,8.4
258,5,8,50,10,28,3,victor cruz,18,0.63,6.3
259,6,13,58,9.7,16,1,victor cruz,18,0.46,4.5
260,7,11,131,18.7,77,1,victor cruz,18,0.64,11.9
261,2,8,23,11.5,17,0,victor cruz,18,0.25,2.9
262,5,11,67,13.4,26,0,victor cruz,18,0.45,6.1
263,3,4,26,8.7,10,0,victor cruz,18,0.75,6.5
264,3,6,36,12,17,1,victor cruz,18,0.50,6.0
265,5,8,104,20.8,49,0,victor cruz,18,0.63,13.0
266,8,9,121,15.1,35,1,victor cruz,18,0.89,13.4
267,3,5,15,5,7,0,victor cruz,18,0.60,3.0
268,3,5,21,7,11,0,victor cruz,18,0.60,4.2
269,4,6,52,13,24,1,victor cruz,18,0.67,8.7
228,5,8,118,23.6,70,3,victor cruz,18,0.63,14.8
229,8,11,118,14.8,51,0,victor cruz,18,0.73,10.7
230,3,8,25,8.3,11,0,victor cruz,18,0.38,3.1
231,10,16,164,16.4,69,1,victor cruz,18,0.63,10.3
232,5,12,48,9.6,14,0,victor cruz,18,0.42,4.0
233,4,5,68,17,23,0,victor cruz,18,0.80,13.6
234,5,7,50,10,13,0,victor cruz,18,0.71,7.1
235,7,10,86,12.3,26,0,victor cruz,18,0.70,8.6
236,3,10,37,12.3,15,0,victor cruz,18,0.30,3.7
237,8,11,110,13.8,30,0,victor cruz,18,0.73,10.0
238,2,4,27,13.5,22,0,victor cruz,18,0.50,6.8
239,6,7,80,13.3,22,0,victor cruz,18,0.86,11.4
240,5,7,42,8.4,14,0,victor cruz,18,0.71,6.0
241,2,7,25,12.5,16,0,victor cruz,18,0.29,3.6
102,2,3,31,15.5,21,0,Vincent Jackson,19,0.67,10.3
103,10,15,172,17.2,29,2,Vincent Jackson,19,0.67,11.5
104,5,8,63,12.6,20,0,Vincent Jackson,19,0.63,7.9
105,3,4,108,36,55,1,Vincent Jackson,19,0.75,27.0
106,3,6,34,11.3,14,0,Vincent Jackson,19,0.50,5.7
107,1,8,15,15,15,0,Vincent Jackson,19,0.13,1.9
108,3,7,49,16.3,27,0,Vincent Jackson,19,0.43,7.0
109,7,12,141,20.1,38,3,Vincent Jackson,19,0.58,11.8
110,1,7,22,22,22,0,Vincent Jackson,19,0.14,3.1
111,7,9,165,23.6,47,1,Vincent Jackson,19,0.78,18.3
112,2,3,25,12.5,15,0,Vincent Jackson,19,0.67,8.3
113,4,5,72,18,35,1,Vincent Jackson,19,0.80,14.4
114,5,9,55,11,17,0,Vincent Jackson,19,0.56,6.1
115,3,7,84,28,58,0,Vincent Jackson,19,0.43,12.0
116,2,7,41,20.5,23,0,Vincent Jackson,19,0.29,5.9
117,2,5,29,14.5,16,1,Vincent Jackson,19,0.40,5.8
111,4,10,47,11.8,21,0,Vincent Jackson,19,0.40,4.7
112,5,10,128,25.6,41,1,Vincent Jackson,19,0.50,12.8
113,1,7,29,29,29,0,Vincent Jackson,19,0.14,4.1
114,6,11,100,16.7,54,1,Vincent Jackson,19,0.55,9.1
115,4,8,66,16.5,19,2,Vincent Jackson,19,0.50,8.3
116,7,14,216,30.9,95,1,Vincent Jackson,19,0.50,15.4
117,2,6,40,20,26,0,Vincent Jackson,19,0.33,6.7
118,2,4,84,42,64,1,Vincent Jackson,19,0.50,21.0
119,5,7,59,11.8,31,0,Vincent Jackson,19,0.71,8.4
120,6,11,94,15.7,24,1,Vincent Jackson,19,0.55,8.5
121,5,7,96,19.2,31,0,Vincent Jackson,19,0.71,13.7
122,3,8,55,18.3,24,0,Vincent Jackson,19,0.38,6.9
